Age_Group,Gender,Nationality,Status,Location,Living_Situation,Monthly_Food_Budget_AED,Cooking_Frequency,Current_Spending_Per_Meal_AED,Delivery_Frequency,Interest_Level,Subscription_Preference,WTP_Per_Meal_AED,Meals_Per_Week,Taste_Satisfaction,Healthiness_Satisfaction,Affordability_Satisfaction,Convenience_Satisfaction,Variety_Satisfaction,Interested
18-24,Female,Middle East/North Africa,Local University/College Student,Dubai Academic City,Rented studio/apartment (alone),More than 3000,Once a week,30-50,2-3 times a week,3,5,34.65,3-4,3,1,3,5,3,0
18-24,Female,Southeast Asia,Working Professional (Married),Ajman,Shared apartment with roommates,500-1000,2-3 times a week,10-15,2-3 times a week,3,5,23.13,3-4,1,4,4,3,3,0
25-34,Prefer not to say,Middle East/North Africa,Working Professional (Bachelor/Single),Dubai Academic City,University dormitory/hostel,500-1000,Once a week,30-50,2-3 times a week,5,4,26.63,1-2,4,1,2,5,4,1
25-34,Female,Africa,Freelancer/Entrepreneur,Abu Dhabi,Rented studio/apartment (alone),1500-2000,2-3 times a week,15-20,Multiple times a day,5,4,26.87,5-7,3,2,4,4,4,1
25-34,Male,Middle East/North Africa,Local University/College Student,Dubai Marina,Rented studio/apartment (alone),500-1000,Rarely/Never,Less than 10,2-3 times a week,3,4,32.47,3-4,1,1,2,3,4,0
45-54,Male,Other,Working Professional (Bachelor/Single),JLT,University dormitory/hostel,2000-3000,Rarely/Never,More than 50,Once a week,5,2,31.73,3-4,1,3,3,4,2,1
25-34,Female,Africa,Working Professional (Bachelor/Single),Dubai Marina,Rented studio/apartment (alone),500-1000,Once a week,15-20,2-3 times a week,1,4,25.24,3-4,2,3,2,3,3,0
18-24,Male,Indian Subcontinent,Working Professional (Bachelor/Single),Dubai Marina,Shared apartment with roommates,500-1000,Daily,15-20,Once a week,4,1,27.51,5-7,5,2,3,4,2,1
35-44,Male,Europe,Working Professional (Married),Sharjah,Rented studio/apartment (alone),More than 3000,Rarely/Never,15-20,4-6 times a week,1,4,24.03,3-4,2,1,2,3,3,0
18-24,Male,Indian Subcontinent,International University/College Student,Dubai Academic City,Living with family,1500-2000,Once a week,30-50,Once a week,5,2,15.18,1-2,2,2,2,2,3,1
45-54,Male,East Asia,Working Professional (Bachelor/Single),JLT,University dormitory/hostel,1500-2000,Once a week,15-20,2-3 times a week,5,2,29.06,5-7,1,3,5,4,4,1
Under 18,Male,Middle East/North Africa,International University/College Student,Ajman,University dormitory/hostel,500-1000,2-3 times a week,10-15,4-6 times a week,4,3,42.14,5-7,2,4,2,4,4,1
45-54,Male,Africa,Local University/College Student,Abu Dhabi,Living with family,1500-2000,Rarely/Never,10-15,4-6 times a week,5,3,19.93,8-10,3,3,4,5,2,1
18-24,Male,Africa,Working Professional (Bachelor/Single),Ajman,Rented studio/apartment (alone),1000-1500,Once a week,15-20,Once a week,4,4,20.82,1-2,5,3,5,5,1,1
35-44,Male,East Asia,Working Professional (Bachelor/Single),JLT,Rented studio/apartment (alone),1000-1500,Daily,20-30,Once a week,5,1,20.03,8-10,2,2,1,1,4,1
25-34,Prefer not to say,East Asia,Freelancer/Entrepreneur,Sharjah,Living with family,1500-2000,2-3 times a week,15-20,2-3 times a week,5,4,32.8,5-7,4,2,3,3,1,1
55+,Male,Indian Subcontinent,Working Professional (Bachelor/Single),JLT,Living with family,1000-1500,Rarely/Never,10-15,4-6 times a week,5,2,30.59,1-2,2,1,2,3,3,1
18-24,Male,Indian Subcontinent,Working Professional (Married),Dubai Marina,Company-provided accommodation,1000-1500,Daily,10-15,Rarely,4,4,25.73,5-7,1,2,1,4,1,1
25-34,Female,Middle East/North Africa,Working Professional (Bachelor/Single),Dubai Academic City,Rented studio/apartment (alone),500-1000,Rarely/Never,15-20,Once a week,2,4,19.66,3-4,2,2,3,4,2,0
45-54,Male,Indian Subcontinent,Working Professional (Bachelor/Single),Bur Dubai/Deira,Shared apartment with roommates,1500-2000,Once a week,30-50,2-3 times a week,4,4,27.74,More than 10,3,3,4,3,5,1
25-34,Female,Southeast Asia,International University/College Student,Dubai Academic City,Shared apartment with roommates,500-1000,Once a week,15-20,2-3 times a week,2,4,14.48,1-2,5,3,1,3,1,0
25-34,Female,Indian Subcontinent,International University/College Student,JLT,University dormitory/hostel,1500-2000,4-6 times a week,More than 50,4-6 times a week,4,3,28.15,5-7,4,4,3,4,2,1
25-34,Male,Americas,Local University/College Student,Ajman,Rented studio/apartment (alone),500-1000,4-6 times a week,15-20,Once a week,4,4,33.97,3-4,1,1,3,2,2,1
25-34,Male,Southeast Asia,Working Professional (Bachelor/Single),Dubai Academic City,Shared apartment with roommates,1000-1500,Rarely/Never,10-15,2-3 times a week,4,3,16.99,Would not order,1,3,4,4,4,1
25-34,Female,East Asia,International University/College Student,International City,Company-provided accommodation,1500-2000,4-6 times a week,30-50,Never,1,4,14.74,3-4,1,4,1,4,4,0
25-34,Female,Indian Subcontinent,International University/College Student,International City,Rented studio/apartment (alone),500-1000,Once a week,15-20,2-3 times a week,2,4,39.64,Would not order,4,3,3,5,2,0
45-54,Male,Africa,International University/College Student,Abu Dhabi,Rented studio/apartment (alone),Less than 500,2-3 times a week,20-30,2-3 times a week,4,1,22.11,More than 10,4,2,3,3,1,1
18-24,Female,Europe,Freelancer/Entrepreneur,Dubai Marina,Shared apartment with roommates,500-1000,Daily,More than 50,2-3 times a week,5,4,36.09,3-4,3,2,3,2,3,1
18-24,Male,Middle East/North Africa,Local University/College Student,JLT,University dormitory/hostel,1000-1500,Daily,Less than 10,Rarely,4,4,25.77,8-10,2,1,4,3,2,1
45-54,Prefer not to say,Southeast Asia,Working Professional (Bachelor/Single),Sharjah,University dormitory/hostel,1500-2000,2-3 times a week,10-15,Once a week,4,3,25.7,Would not order,2,2,4,1,3,1
35-44,Male,Southeast Asia,International University/College Student,Sharjah,Shared apartment with roommates,Less than 500,Rarely/Never,20-30,2-3 times a week,5,1,30.51,3-4,2,3,1,5,1,1
25-34,Female,Indian Subcontinent,Working Professional (Bachelor/Single),JLT,University dormitory/hostel,1500-2000,2-3 times a week,15-20,Once a week,4,1,19.93,3-4,2,1,3,1,1,1
25-34,Female,Middle East/North Africa,International University/College Student,Bur Dubai/Deira,Rented studio/apartment (alone),500-1000,2-3 times a week,10-15,2-3 times a week,3,5,28.06,5-7,2,2,2,4,3,0
18-24,Female,Middle East/North Africa,International University/College Student,Sharjah,Company-provided accommodation,1000-1500,2-3 times a week,Less than 10,2-3 times a week,4,4,23.95,3-4,1,3,2,3,2,1
18-24,Male,Indian Subcontinent,Working Professional (Bachelor/Single),Bur Dubai/Deira,Company-provided accommodation,2000-3000,2-3 times a week,Less than 10,4-6 times a week,3,2,16.44,1-2,1,4,3,3,4,0
25-34,Male,Middle East/North Africa,International University/College Student,Dubai Academic City,Rented studio/apartment (alone),500-1000,2-3 times a week,20-30,2-3 times a week,5,3,29.7,3-4,4,2,2,1,1,1
18-24,Male,Indian Subcontinent,International University/College Student,Ajman,University dormitory/hostel,1000-1500,Rarely/Never,10-15,4-6 times a week,2,4,24.89,3-4,3,3,3,4,2,0
25-34,Male,Indian Subcontinent,International University/College Student,Dubai Marina,Living with family,Less than 500,2-3 times a week,15-20,Rarely,3,5,25.74,3-4,2,2,5,4,5,0
18-24,Male,Indian Subcontinent,International University/College Student,Dubai Academic City,Company-provided accommodation,Less than 500,2-3 times a week,20-30,2-3 times a week,1,1,17.32,1-2,2,1,1,3,3,0
55+,Female,Americas,International University/College Student,JLT,University dormitory/hostel,500-1000,Daily,15-20,Rarely,3,2,39.73,8-10,2,2,4,5,3,0
55+,Male,Middle East/North Africa,Local University/College Student,International City,Living with family,Less than 500,Rarely/Never,Less than 10,2-3 times a week,5,5,34.01,5-7,3,3,3,3,2,1
25-34,Male,Americas,Working Professional (Married),International City,Shared apartment with roommates,1000-1500,4-6 times a week,20-30,Once a week,3,1,34.71,1-2,3,4,3,3,3,0
25-34,Female,Middle East/North Africa,Working Professional (Bachelor/Single),Sharjah,Living with family,1000-1500,Daily,Less than 10,2-3 times a week,2,2,24.56,5-7,3,1,4,3,3,0
18-24,Female,Indian Subcontinent,Working Professional (Bachelor/Single),International City,Other,1000-1500,Once a week,20-30,Once a day,4,5,13.17,5-7,3,3,2,2,2,1
35-44,Female,Middle East/North Africa,International University/College Student,JLT,University dormitory/hostel,500-1000,Once a week,30-50,2-3 times a week,1,4,42.62,Would not order,1,2,3,5,4,0
25-34,Prefer not to say,Middle East/North Africa,Freelancer/Entrepreneur,Dubai Marina,Company-provided accommodation,500-1000,2-3 times a week,15-20,Once a day,2,3,26.51,1-2,2,3,3,3,3,0
18-24,Male,Indian Subcontinent,Local University/College Student,International City,Rented studio/apartment (alone),1500-2000,2-3 times a week,15-20,Once a week,5,1,21.01,3-4,2,1,2,1,2,1
45-54,Male,Southeast Asia,International University/College Student,Abu Dhabi,Other,More than 3000,Once a week,15-20,2-3 times a week,5,1,30.33,More than 10,2,2,4,3,3,1
35-44,Female,Indian Subcontinent,Working Professional (Bachelor/Single),Dubai Academic City,Shared apartment with roommates,Less than 500,4-6 times a week,15-20,Once a week,5,2,36.34,More than 10,3,4,4,4,3,1
45-54,Female,Southeast Asia,International University/College Student,Dubai Academic City,Living with family,2000-3000,Rarely/Never,30-50,4-6 times a week,5,5,26.82,5-7,2,3,1,3,1,1
25-34,Male,Southeast Asia,Local University/College Student,Dubai Academic City,University dormitory/hostel,1000-1500,Once a week,30-50,4-6 times a week,5,3,37.23,5-7,1,2,1,4,2,1
25-34,Female,Indian Subcontinent,Working Professional (Bachelor/Single),Dubai Academic City,Shared apartment with roommates,1000-1500,2-3 times a week,15-20,2-3 times a week,1,4,35.66,1-2,2,2,3,1,2,0
25-34,Male,Indian Subcontinent,Working Professional (Married),International City,University dormitory/hostel,1000-1500,2-3 times a week,20-30,Rarely,5,5,18.39,5-7,5,2,1,3,2,1
45-54,Male,East Asia,Working Professional (Bachelor/Single),Bur Dubai/Deira,Other,Less than 500,4-6 times a week,30-50,Once a week,5,3,21.61,3-4,1,2,3,4,4,1
35-44,Male,Middle East/North Africa,Working Professional (Married),Abu Dhabi,Living with family,Less than 500,Once a week,More than 50,2-3 times a week,5,2,34.66,1-2,3,4,1,1,3,1
18-24,Female,Indian Subcontinent,Other,Dubai Academic City,Living with family,1000-1500,2-3 times a week,15-20,2-3 times a week,4,4,10.0,8-10,2,5,3,4,4,1
18-24,Female,Other,International University/College Student,Bur Dubai/Deira,Company-provided accommodation,500-1000,4-6 times a week,15-20,Once a day,3,5,25.8,1-2,1,2,1,1,2,0
25-34,Male,Indian Subcontinent,International University/College Student,Sharjah,University dormitory/hostel,2000-3000,Once a week,10-15,Never,5,5,15.55,3-4,2,2,2,4,2,1
35-44,Female,Southeast Asia,Local University/College Student,Sharjah,Shared apartment with roommates,1000-1500,Rarely/Never,30-50,Once a week,5,1,23.19,More than 10,3,4,3,3,4,1
55+,Male,Americas,Local University/College Student,JLT,University dormitory/hostel,500-1000,2-3 times a week,10-15,4-6 times a week,5,4,24.61,1-2,2,2,3,4,3,1
18-24,Male,Indian Subcontinent,Local University/College Student,Dubai Academic City,University dormitory/hostel,1500-2000,Rarely/Never,20-30,2-3 times a week,2,4,24.13,Would not order,4,3,5,2,3,0
25-34,Female,Indian Subcontinent,Freelancer/Entrepreneur,Dubai Academic City,Shared apartment with roommates,500-1000,2-3 times a week,15-20,Once a day,3,5,22.58,Would not order,2,2,4,1,1,0
25-34,Female,Indian Subcontinent,Working Professional (Married),Bur Dubai/Deira,Shared apartment with roommates,1000-1500,Daily,10-15,Rarely,3,2,18.22,5-7,1,3,2,2,2,0
45-54,Female,Indian Subcontinent,Working Professional (Bachelor/Single),Sharjah,Shared apartment with roommates,1500-2000,4-6 times a week,15-20,4-6 times a week,5,4,45.34,1-2,4,3,1,2,2,1
35-44,Female,Indian Subcontinent,Local University/College Student,Dubai Academic City,University dormitory/hostel,2000-3000,2-3 times a week,More than 50,Once a week,2,5,41.94,3-4,2,4,4,3,5,0
35-44,Female,Southeast Asia,Working Professional (Married),JLT,University dormitory/hostel,1500-2000,4-6 times a week,Less than 10,4-6 times a week,1,3,17.7,3-4,3,4,4,3,2,0
25-34,Female,Indian Subcontinent,Freelancer/Entrepreneur,Ajman,University dormitory/hostel,1500-2000,Daily,20-30,Once a week,5,4,39.66,3-4,3,2,4,4,4,1
25-34,Male,Middle East/North Africa,Working Professional (Married),Sharjah,Other,1500-2000,Rarely/Never,10-15,Once a week,1,1,23.8,3-4,2,3,1,4,3,0
18-24,Male,Other,International University/College Student,Other,Living with family,2000-3000,Rarely/Never,10-15,Once a week,5,3,28.03,Would not order,3,4,5,4,2,1
18-24,Male,East Asia,Working Professional (Bachelor/Single),Sharjah,Company-provided accommodation,500-1000,Once a week,15-20,Once a week,3,3,26.49,1-2,1,2,2,4,3,0
35-44,Male,Southeast Asia,International University/College Student,JLT,Shared apartment with roommates,Less than 500,4-6 times a week,15-20,Rarely,5,5,21.72,5-7,2,1,3,3,4,1
35-44,Female,Indian Subcontinent,International University/College Student,Bur Dubai/Deira,Shared apartment with roommates,500-1000,Daily,10-15,Once a day,4,3,34.87,1-2,1,1,4,3,4,1
55+,Male,Southeast Asia,International University/College Student,Bur Dubai/Deira,Living with family,500-1000,Daily,15-20,2-3 times a week,5,4,28.01,5-7,4,2,2,3,1,1
55+,Male,Middle East/North Africa,Working Professional (Bachelor/Single),International City,Shared apartment with roommates,1500-2000,Once a week,10-15,4-6 times a week,5,4,23.19,More than 10,1,2,4,4,2,1
25-34,Male,Middle East/North Africa,Working Professional (Bachelor/Single),Dubai Marina,Shared apartment with roommates,1000-1500,Rarely/Never,15-20,Never,1,2,16.56,3-4,3,3,2,2,2,0
35-44,Female,Indian Subcontinent,International University/College Student,Bur Dubai/Deira,Shared apartment with roommates,1000-1500,2-3 times a week,More than 50,2-3 times a week,1,4,19.85,1-2,4,1,5,1,1,0
45-54,Male,Africa,Local University/College Student,Dubai Academic City,University dormitory/hostel,Less than 500,Daily,30-50,Once a week,3,4,13.87,5-7,2,4,2,4,3,0
35-44,Female,Middle East/North Africa,Working Professional (Bachelor/Single),Sharjah,Shared apartment with roommates,1500-2000,2-3 times a week,15-20,Once a week,4,5,27.1,5-7,2,2,5,2,4,1
18-24,Male,Indian Subcontinent,Local University/College Student,Dubai Marina,Shared apartment with roommates,500-1000,2-3 times a week,20-30,4-6 times a week,5,4,17.43,5-7,2,2,1,5,2,1
25-34,Male,Middle East/North Africa,International University/College Student,Abu Dhabi,Rented studio/apartment (alone),1500-2000,2-3 times a week,30-50,4-6 times a week,4,4,24.88,3-4,2,3,3,4,3,1
18-24,Female,Middle East/North Africa,Local University/College Student,International City,University dormitory/hostel,1000-1500,Once a week,Less than 10,4-6 times a week,4,2,37.96,3-4,2,3,3,1,3,1
45-54,Female,East Asia,Working Professional (Married),Dubai Academic City,University dormitory/hostel,500-1000,Once a week,30-50,2-3 times a week,2,5,36.59,Would not order,3,2,3,2,2,0
25-34,Male,Southeast Asia,International University/College Student,Bur Dubai/Deira,Living with family,500-1000,Daily,30-50,4-6 times a week,5,2,26.74,More than 10,5,2,2,3,1,1
18-24,Female,Southeast Asia,International University/College Student,Dubai Academic City,University dormitory/hostel,Less than 500,Daily,10-15,Multiple times a day,5,4,26.3,3-4,4,1,3,4,3,1
25-34,Female,Indian Subcontinent,Local University/College Student,Bur Dubai/Deira,Shared apartment with roommates,1500-2000,Rarely/Never,10-15,Rarely,3,3,42.04,8-10,4,3,2,2,4,0
25-34,Male,Middle East/North Africa,Freelancer/Entrepreneur,Sharjah,Living with family,2000-3000,4-6 times a week,More than 50,Rarely,4,5,31.17,3-4,4,3,3,4,3,1
18-24,Female,Middle East/North Africa,Working Professional (Bachelor/Single),International City,University dormitory/hostel,1000-1500,Daily,15-20,2-3 times a week,2,4,24.38,3-4,2,2,2,4,1,0
18-24,Female,Indian Subcontinent,Working Professional (Bachelor/Single),Dubai Marina,University dormitory/hostel,500-1000,4-6 times a week,Less than 10,2-3 times a week,4,4,15.59,1-2,3,3,5,3,2,1
25-34,Female,Indian Subcontinent,Local University/College Student,Dubai Marina,Shared apartment with roommates,1000-1500,Daily,10-15,Multiple times a day,4,2,30.15,3-4,4,3,1,1,1,1
25-34,Female,Southeast Asia,Working Professional (Bachelor/Single),JLT,Shared apartment with roommates,1500-2000,2-3 times a week,15-20,Once a week,2,3,33.63,5-7,2,1,2,4,3,0
35-44,Female,Indian Subcontinent,International University/College Student,Abu Dhabi,Rented studio/apartment (alone),1500-2000,Rarely/Never,20-30,Once a week,4,4,21.95,1-2,5,5,2,2,4,1
25-34,Female,Middle East/North Africa,Working Professional (Bachelor/Single),Sharjah,Living with family,500-1000,2-3 times a week,20-30,4-6 times a week,3,4,29.33,3-4,2,4,3,4,1,0
35-44,Female,Indian Subcontinent,Freelancer/Entrepreneur,Bur Dubai/Deira,University dormitory/hostel,Less than 500,2-3 times a week,More than 50,4-6 times a week,4,2,24.09,8-10,3,2,2,3,4,1
25-34,Female,Indian Subcontinent,Working Professional (Bachelor/Single),Bur Dubai/Deira,Rented studio/apartment (alone),1500-2000,Once a week,15-20,Once a week,4,5,25.53,5-7,3,1,3,3,3,1
25-34,Female,Indian Subcontinent,Working Professional (Married),JLT,Shared apartment with roommates,1000-1500,2-3 times a week,15-20,Once a week,1,5,10.0,5-7,5,1,4,4,3,0
35-44,Female,Americas,Working Professional (Married),Abu Dhabi,University dormitory/hostel,500-1000,Rarely/Never,15-20,Once a day,5,3,25.23,More than 10,1,1,3,4,5,1
25-34,Female,East Asia,International University/College Student,Bur Dubai/Deira,Rented studio/apartment (alone),Less than 500,Rarely/Never,15-20,Once a week,5,5,34.75,1-2,3,3,3,3,1,1
18-24,Male,Europe,Freelancer/Entrepreneur,Bur Dubai/Deira,Shared apartment with roommates,1000-1500,Daily,10-15,4-6 times a week,3,4,21.95,5-7,2,2,1,2,4,0
18-24,Female,Middle East/North Africa,International University/College Student,Ajman,Shared apartment with roommates,2000-3000,Once a week,More than 50,2-3 times a week,1,4,27.42,8-10,2,4,3,4,1,0
35-44,Female,Indian Subcontinent,Working Professional (Bachelor/Single),Dubai Academic City,University dormitory/hostel,More than 3000,2-3 times a week,30-50,Once a week,5,3,20.95,5-7,3,3,2,3,2,1
25-34,Male,Middle East/North Africa,International University/College Student,Sharjah,Shared apartment with roommates,1000-1500,Rarely/Never,15-20,Once a week,5,4,29.88,3-4,3,3,4,2,4,1
25-34,Female,Middle East/North Africa,International University/College Student,Dubai Academic City,Shared apartment with roommates,1000-1500,2-3 times a week,20-30,2-3 times a week,3,4,25.27,1-2,3,3,2,5,4,0
18-24,Male,East Asia,Local University/College Student,JLT,Living with family,Less than 500,Rarely/Never,10-15,Rarely,3,3,19.49,8-10,2,1,3,2,3,0
18-24,Male,Indian Subcontinent,International University/College Student,JLT,University dormitory/hostel,1000-1500,Once a week,15-20,2-3 times a week,2,4,37.66,3-4,2,2,2,1,3,0
Under 18,Female,Middle East/North Africa,Working Professional (Bachelor/Single),Abu Dhabi,Shared apartment with roommates,1000-1500,4-6 times a week,20-30,Once a week,4,4,34.43,8-10,3,3,4,1,3,1
18-24,Male,Indian Subcontinent,Working Professional (Bachelor/Single),Ajman,Shared apartment with roommates,1000-1500,2-3 times a week,15-20,2-3 times a week,2,4,22.16,5-7,2,1,1,4,4,0
25-34,Female,Indian Subcontinent,International University/College Student,Bur Dubai/Deira,Living with family,1000-1500,Rarely/Never,More than 50,Rarely,3,1,30.98,5-7,1,1,3,4,1,0
25-34,Female,Southeast Asia,International University/College Student,Bur Dubai/Deira,Rented studio/apartment (alone),500-1000,Rarely/Never,20-30,Rarely,5,5,31.3,8-10,5,4,1,3,4,1
25-34,Male,Middle East/North Africa,Working Professional (Bachelor/Single),Dubai Marina,Rented studio/apartment (alone),Less than 500,Daily,15-20,Once a day,4,4,32.14,5-7,2,3,3,3,3,1
45-54,Male,Middle East/North Africa,Local University/College Student,Abu Dhabi,Living with family,500-1000,Once a week,20-30,Rarely,4,3,13.45,3-4,3,2,4,3,3,1
18-24,Male,Middle East/North Africa,Working Professional (Married),Dubai Marina,Living with family,Less than 500,2-3 times a week,10-15,Once a week,4,2,35.05,5-7,2,3,3,4,2,1
25-34,Female,Middle East/North Africa,Working Professional (Bachelor/Single),JLT,Shared apartment with roommates,500-1000,Daily,15-20,Once a week,4,4,22.44,8-10,2,4,3,1,3,1
35-44,Prefer not to say,East Asia,Working Professional (Married),Dubai Academic City,Rented studio/apartment (alone),More than 3000,2-3 times a week,15-20,4-6 times a week,1,5,24.14,3-4,2,2,4,5,4,0
25-34,Female,Africa,Working Professional (Bachelor/Single),Sharjah,Living with family,1000-1500,4-6 times a week,15-20,Once a week,1,3,48.1,3-4,2,1,3,2,3,0
25-34,Male,Europe,Local University/College Student,Sharjah,Other,1000-1500,Rarely/Never,20-30,Rarely,5,4,29.41,1-2,2,4,3,5,5,1
35-44,Female,East Asia,Working Professional (Bachelor/Single),JLT,Company-provided accommodation,2000-3000,2-3 times a week,15-20,4-6 times a week,1,1,23.91,More than 10,2,2,3,2,2,0
45-54,Male,Indian Subcontinent,International University/College Student,International City,Shared apartment with roommates,More than 3000,Rarely/Never,20-30,Rarely,5,4,10.0,1-2,2,1,3,4,3,1
18-24,Female,Southeast Asia,Local University/College Student,Sharjah,University dormitory/hostel,1000-1500,Daily,20-30,Once a day,5,5,38.12,5-7,1,3,1,2,4,1
45-54,Male,Middle East/North Africa,Working Professional (Married),International City,Shared apartment with roommates,1500-2000,4-6 times a week,15-20,4-6 times a week,3,4,16.24,3-4,2,3,4,1,3,0
25-34,Female,Indian Subcontinent,Local University/College Student,Bur Dubai/Deira,Living with family,500-1000,4-6 times a week,20-30,2-3 times a week,3,2,18.97,3-4,1,2,3,4,3,0
18-24,Male,East Asia,Working Professional (Married),Abu Dhabi,Shared apartment with roommates,500-1000,4-6 times a week,10-15,2-3 times a week,4,4,24.35,5-7,1,2,1,4,3,1
25-34,Female,Indian Subcontinent,Working Professional (Married),JLT,Shared apartment with roommates,1000-1500,Daily,10-15,Once a week,5,2,38.33,1-2,4,2,4,3,4,1
55+,Male,Africa,Working Professional (Married),Dubai Academic City,Living with family,1500-2000,4-6 times a week,15-20,Multiple times a day,5,3,33.19,5-7,3,5,2,4,4,1
25-34,Female,Middle East/North Africa,Freelancer/Entrepreneur,Bur Dubai/Deira,Shared apartment with roommates,1500-2000,2-3 times a week,10-15,Rarely,5,4,25.74,5-7,3,1,1,3,1,1
18-24,Female,Southeast Asia,Local University/College Student,Sharjah,Living with family,500-1000,4-6 times a week,Less than 10,Once a day,2,4,29.47,8-10,2,3,3,4,4,0
25-34,Male,Southeast Asia,Local University/College Student,Dubai Marina,Shared apartment with roommates,500-1000,2-3 times a week,20-30,4-6 times a week,4,2,22.2,1-2,4,4,4,3,2,1
18-24,Female,Africa,Working Professional (Bachelor/Single),Abu Dhabi,Shared apartment with roommates,1000-1500,2-3 times a week,15-20,Multiple times a day,4,5,28.12,8-10,3,1,4,3,2,1
18-24,Female,Southeast Asia,Local University/College Student,International City,Shared apartment with roommates,500-1000,Rarely/Never,15-20,2-3 times a week,4,4,27.59,5-7,3,5,5,3,4,1
18-24,Male,Southeast Asia,Working Professional (Bachelor/Single),Dubai Marina,Living with family,1000-1500,Rarely/Never,More than 50,Rarely,1,3,34.75,8-10,2,4,4,3,3,0
18-24,Male,Indian Subcontinent,Working Professional (Married),Bur Dubai/Deira,University dormitory/hostel,1500-2000,2-3 times a week,20-30,Once a week,2,4,34.74,3-4,5,4,1,5,4,0
18-24,Female,Middle East/North Africa,Working Professional (Bachelor/Single),Ajman,University dormitory/hostel,1500-2000,2-3 times a week,30-50,Once a week,5,4,30.95,5-7,4,2,2,2,2,1
18-24,Male,Indian Subcontinent,Local University/College Student,Dubai Academic City,Company-provided accommodation,1500-2000,Daily,10-15,Multiple times a day,4,4,24.1,More than 10,4,3,4,2,1,1
25-34,Female,Southeast Asia,International University/College Student,Sharjah,University dormitory/hostel,2000-3000,Rarely/Never,20-30,2-3 times a week,3,4,32.93,8-10,1,3,2,3,3,0
18-24,Male,Middle East/North Africa,Local University/College Student,Dubai Marina,Rented studio/apartment (alone),1000-1500,Daily,30-50,2-3 times a week,4,4,26.26,3-4,2,5,3,4,1,1
18-24,Female,Southeast Asia,International University/College Student,JLT,Rented studio/apartment (alone),1500-2000,4-6 times a week,20-30,2-3 times a week,5,2,18.34,3-4,2,1,3,2,4,1
35-44,Male,Indian Subcontinent,Freelancer/Entrepreneur,International City,Shared apartment with roommates,1000-1500,4-6 times a week,20-30,Once a day,5,5,23.77,3-4,2,3,2,3,2,1
25-34,Female,Indian Subcontinent,Local University/College Student,Ajman,Rented studio/apartment (alone),500-1000,4-6 times a week,15-20,Once a week,3,4,27.68,3-4,4,2,4,5,3,0
25-34,Female,Southeast Asia,International University/College Student,Dubai Academic City,Shared apartment with roommates,Less than 500,4-6 times a week,10-15,2-3 times a week,2,2,34.28,3-4,1,1,3,2,1,0
18-24,Female,Indian Subcontinent,International University/College Student,Dubai Academic City,Rented studio/apartment (alone),500-1000,Once a week,15-20,Once a week,3,4,25.53,3-4,1,2,3,4,2,0
18-24,Female,Indian Subcontinent,Working Professional (Bachelor/Single),Dubai Academic City,Shared apartment with roommates,1000-1500,Daily,15-20,2-3 times a week,5,5,17.33,8-10,2,4,5,4,4,1
18-24,Male,Indian Subcontinent,Working Professional (Bachelor/Single),Ajman,Rented studio/apartment (alone),1000-1500,Once a week,30-50,4-6 times a week,4,5,27.45,1-2,1,2,3,3,1,1
